geoid,NAME,Year,Population,geo_type
5001523725,"Elmore town, Lamoille County, Vermont",1791,12,town
5001523725,"Elmore town, Lamoille County, Vermont",1800,45,town
5001523725,"Elmore town, Lamoille County, Vermont",1810,157,town
5001523725,"Elmore town, Lamoille County, Vermont",1820,164,town
5001523725,"Elmore town, Lamoille County, Vermont",1830,442,town
5001523725,"Elmore town, Lamoille County, Vermont",1840,476,town
5001523725,"Elmore town, Lamoille County, Vermont",1850,504,town
5001523725,"Elmore town, Lamoille County, Vermont",1860,602,town
5001523725,"Elmore town, Lamoille County, Vermont",1870,637,town
5001523725,"Elmore town, Lamoille County, Vermont",1880,682,town
5001523725,"Elmore town, Lamoille County, Vermont",1890,593,town
5001523725,"Elmore town, Lamoille County, Vermont",1900,550,town
5001523725,"Elmore town, Lamoille County, Vermont",1910,563,town
5001523725,"Elmore town, Lamoille County, Vermont",1920,468,town
5001523725,"Elmore town, Lamoille County, Vermont",1930,382,town
5001523725,"Elmore town, Lamoille County, Vermont",1940,300,town
5001523725,"Elmore town, Lamoille County, Vermont",1950,312,town
5001523725,"Elmore town, Lamoille County, Vermont",1960,237,town
5001523725,"Elmore town, Lamoille County, Vermont",1970,292,town
5001523725,"Elmore town, Lamoille County, Vermont",1980,421,town
5001523725,"Elmore town, Lamoille County, Vermont",1990,573,town
5001523725,"Elmore town, Lamoille County, Vermont",2000,849,town
5001523725,"Elmore town, Lamoille County, Vermont",2010,855,town
5001523725,"Elmore town, Lamoille County, Vermont",2020,886,town
5001124050,"Enosburgh town, Franklin County, Vermont",1791,0,town
5001124050,"Enosburgh town, Franklin County, Vermont",1800,143,town
5001124050,"Enosburgh town, Franklin County, Vermont",1810,704,town
5001124050,"Enosburgh town, Franklin County, Vermont",1820,932,town
5001124050,"Enosburgh town, Franklin County, Vermont",1830,1560,town
5001124050,"Enosburgh town, Franklin County, Vermont",1840,2022,town
5001124050,"Enosburgh town, Franklin County, Vermont",1850,2009,town
5001124050,"Enosburgh town, Franklin County, Vermont",1860,2066,town
5001124050,"Enosburgh town, Franklin County, Vermont",1870,2077,town
5001124050,"Enosburgh town, Franklin County, Vermont",1880,2213,town
5001124050,"Enosburgh town, Franklin County, Vermont",1890,2289,town
5001124050,"Enosburgh town, Franklin County, Vermont",1900,2054,town
5001124050,"Enosburgh town, Franklin County, Vermont",1910,2212,town
5001124050,"Enosburgh town, Franklin County, Vermont",1920,2231,town
5001124050,"Enosburgh town, Franklin County, Vermont",1930,2093,town
5001124050,"Enosburgh town, Franklin County, Vermont",1940,2082,town
5001124050,"Enosburgh town, Franklin County, Vermont",1950,2101,town
5001124050,"Enosburgh town, Franklin County, Vermont",1960,1966,town
5001124050,"Enosburgh town, Franklin County, Vermont",1970,1918,town
5001124050,"Enosburgh town, Franklin County, Vermont",1980,2070,town
5001124050,"Enosburgh town, Franklin County, Vermont",1990,2535,town
5001124050,"Enosburgh town, Franklin County, Vermont",2000,2788,town
5001124050,"Enosburgh town, Franklin County, Vermont",2010,2781,town
5001124050,"Enosburgh town, Franklin County, Vermont",2020,2810,town
5000724175,"Essex town, Chittenden County, Vermont",1791,354,town
5000724175,"Essex town, Chittenden County, Vermont",1800,729,town
5000724175,"Essex town, Chittenden County, Vermont",1810,957,town
5000724175,"Essex town, Chittenden County, Vermont",1820,1089,town
5000724175,"Essex town, Chittenden County, Vermont",1830,1664,town
5000724175,"Essex town, Chittenden County, Vermont",1840,1824,town
5000724175,"Essex town, Chittenden County, Vermont",1850,2052,town
5000724175,"Essex town, Chittenden County, Vermont",1860,1905,town
5000724175,"Essex town, Chittenden County, Vermont",1870,2022,town
5000724175,"Essex town, Chittenden County, Vermont",1880,2104,town
5000724175,"Essex town, Chittenden County, Vermont",1890,2013,town
5000724175,"Essex town, Chittenden County, Vermont",1900,2203,town
5000724175,"Essex town, Chittenden County, Vermont",1910,2714,town
5000724175,"Essex town, Chittenden County, Vermont",1920,2449,town
5000724175,"Essex town, Chittenden County, Vermont",1930,2876,town
5000724175,"Essex town, Chittenden County, Vermont",1940,3059,town
5000724175,"Essex town, Chittenden County, Vermont",1950,3931,town
5000724175,"Essex town, Chittenden County, Vermont",1960,7090,town
5000724175,"Essex town, Chittenden County, Vermont",1970,10951,town
5000724175,"Essex town, Chittenden County, Vermont",1980,14392,town
5000724175,"Essex town, Chittenden County, Vermont",1990,16498,town
5000724175,"Essex town, Chittenden County, Vermont",2000,18626,town
5000724175,"Essex town, Chittenden County, Vermont",2010,19587,town
5000724175,"Essex town, Chittenden County, Vermont",2020,22094,town
5002125375,"Fair Haven town, Rutland County, Vermont",1791,545,town
5002125375,"Fair Haven town, Rutland County, Vermont",1800,411,town
5002125375,"Fair Haven town, Rutland County, Vermont",1810,645,town
5002125375,"Fair Haven town, Rutland County, Vermont",1820,714,town
5002125375,"Fair Haven town, Rutland County, Vermont",1830,675,town
5002125375,"Fair Haven town, Rutland County, Vermont",1840,633,town
5002125375,"Fair Haven town, Rutland County, Vermont",1850,902,town
5002125375,"Fair Haven town, Rutland County, Vermont",1860,1378,town
5002125375,"Fair Haven town, Rutland County, Vermont",1870,2008,town
5002125375,"Fair Haven town, Rutland County, Vermont",1880,2211,town
5002125375,"Fair Haven town, Rutland County, Vermont",1890,2791,town
5002125375,"Fair Haven town, Rutland County, Vermont",1900,2999,town
5002125375,"Fair Haven town, Rutland County, Vermont",1910,3095,town
5002125375,"Fair Haven town, Rutland County, Vermont",1920,2540,town
5002125375,"Fair Haven town, Rutland County, Vermont",1930,2614,town
5002125375,"Fair Haven town, Rutland County, Vermont",1940,2245,town
5002125375,"Fair Haven town, Rutland County, Vermont",1950,2286,town
5002125375,"Fair Haven town, Rutland County, Vermont",1960,2378,town
5002125375,"Fair Haven town, Rutland County, Vermont",1970,2777,town
5002125375,"Fair Haven town, Rutland County, Vermont",1980,2819,town
5002125375,"Fair Haven town, Rutland County, Vermont",1990,2887,town
5002125375,"Fair Haven town, Rutland County, Vermont",2000,2928,town
5002125375,"Fair Haven town, Rutland County, Vermont",2010,2734,town
5002125375,"Fair Haven town, Rutland County, Vermont",2020,2736,town
5001124925,"Fairfax town, Franklin County, Vermont",1791,254,town
5001124925,"Fairfax town, Franklin County, Vermont",1800,786,town
5001124925,"Fairfax town, Franklin County, Vermont",1810,1301,town
5001124925,"Fairfax town, Franklin County, Vermont",1820,1359,town
5001124925,"Fairfax town, Franklin County, Vermont",1830,1729,town
5001124925,"Fairfax town, Franklin County, Vermont",1840,1918,town
5001124925,"Fairfax town, Franklin County, Vermont",1850,2111,town
5001124925,"Fairfax town, Franklin County, Vermont",1860,1987,town
5001124925,"Fairfax town, Franklin County, Vermont",1870,1956,town
5001124925,"Fairfax town, Franklin County, Vermont",1880,1820,town
5001124925,"Fairfax town, Franklin County, Vermont",1890,1523,town
5001124925,"Fairfax town, Franklin County, Vermont",1900,1338,town
5001124925,"Fairfax town, Franklin County, Vermont",1910,1318,town
5001124925,"Fairfax town, Franklin County, Vermont",1920,1244,town
5001124925,"Fairfax town, Franklin County, Vermont",1930,1249,town
5001124925,"Fairfax town, Franklin County, Vermont",1940,1229,town
5001124925,"Fairfax town, Franklin County, Vermont",1950,1129,town
5001124925,"Fairfax town, Franklin County, Vermont",1960,1244,town
5001124925,"Fairfax town, Franklin County, Vermont",1970,1366,town
5001124925,"Fairfax town, Franklin County, Vermont",1980,1805,town
5001124925,"Fairfax town, Franklin County, Vermont",1990,2486,town
5001124925,"Fairfax town, Franklin County, Vermont",2000,3765,town
5001124925,"Fairfax town, Franklin County, Vermont",2010,4285,town
5001124925,"Fairfax town, Franklin County, Vermont",2020,5014,town
5001125225,"Fairfield town, Franklin County, Vermont",1791,126,town
5001125225,"Fairfield town, Franklin County, Vermont",1800,901,town
5001125225,"Fairfield town, Franklin County, Vermont",1810,1618,town
5001125225,"Fairfield town, Franklin County, Vermont",1820,1573,town
5001125225,"Fairfield town, Franklin County, Vermont",1830,2270,town
5001125225,"Fairfield town, Franklin County, Vermont",1840,2448,town
5001125225,"Fairfield town, Franklin County, Vermont",1850,2591,town
5001125225,"Fairfield town, Franklin County, Vermont",1860,2497,town
5001125225,"Fairfield town, Franklin County, Vermont",1870,2391,town
5001125225,"Fairfield town, Franklin County, Vermont",1880,2172,town
5001125225,"Fairfield town, Franklin County, Vermont",1890,1825,town
5001125225,"Fairfield town, Franklin County, Vermont",1900,1830,town
5001125225,"Fairfield town, Franklin County, Vermont",1910,1778,town
5001125225,"Fairfield town, Franklin County, Vermont",1920,1632,town
5001125225,"Fairfield town, Franklin County, Vermont",1930,1541,town
5001125225,"Fairfield town, Franklin County, Vermont",1940,1444,town
5001125225,"Fairfield town, Franklin County, Vermont",1950,1428,town
5001125225,"Fairfield town, Franklin County, Vermont",1960,1225,town
5001125225,"Fairfield town, Franklin County, Vermont",1970,1285,town
5001125225,"Fairfield town, Franklin County, Vermont",1980,1493,town
5001125225,"Fairfield town, Franklin County, Vermont",1990,1680,town
5001125225,"Fairfield town, Franklin County, Vermont",2000,1800,town
5001125225,"Fairfield town, Franklin County, Vermont",2010,1891,town
5001125225,"Fairfield town, Franklin County, Vermont",2020,2044,town
5001725675,"Fairlee town, Orange County, Vermont",1791,463,town
5001725675,"Fairlee town, Orange County, Vermont",1800,386,town
5001725675,"Fairlee town, Orange County, Vermont",1810,983,town
5001725675,"Fairlee town, Orange County, Vermont",1820,1143,town
5001725675,"Fairlee town, Orange County, Vermont",1830,656,town
5001725675,"Fairlee town, Orange County, Vermont",1840,644,town
5001725675,"Fairlee town, Orange County, Vermont",1850,575,town
5001725675,"Fairlee town, Orange County, Vermont",1860,549,town
5001725675,"Fairlee town, Orange County, Vermont",1870,416,town
5001725675,"Fairlee town, Orange County, Vermont",1880,469,town
5001725675,"Fairlee town, Orange County, Vermont",1890,398,town
5001725675,"Fairlee town, Orange County, Vermont",1900,438,town
5001725675,"Fairlee town, Orange County, Vermont",1910,438,town
5001725675,"Fairlee town, Orange County, Vermont",1920,459,town
5001725675,"Fairlee town, Orange County, Vermont",1930,456,town
5001725675,"Fairlee town, Orange County, Vermont",1940,535,town
5001725675,"Fairlee town, Orange County, Vermont",1950,571,town
5001725675,"Fairlee town, Orange County, Vermont",1960,569,town
5001725675,"Fairlee town, Orange County, Vermont",1970,604,town
5001725675,"Fairlee town, Orange County, Vermont",1980,770,town
5001725675,"Fairlee town, Orange County, Vermont",1990,883,town
5001725675,"Fairlee town, Orange County, Vermont",2000,967,town
5001725675,"Fairlee town, Orange County, Vermont",2010,977,town
5001725675,"Fairlee town, Orange County, Vermont",2020,988,town
5002325825,"Fayston town, Washington County, Vermont",1791,0,town
5002325825,"Fayston town, Washington County, Vermont",1800,18,town
5002325825,"Fayston town, Washington County, Vermont",1810,149,town
5002325825,"Fayston town, Washington County, Vermont",1820,263,town
5002325825,"Fayston town, Washington County, Vermont",1830,458,town
5002325825,"Fayston town, Washington County, Vermont",1840,635,town
5002325825,"Fayston town, Washington County, Vermont",1850,684,town
5002325825,"Fayston town, Washington County, Vermont",1860,800,town
5002325825,"Fayston town, Washington County, Vermont",1870,694,town
5002325825,"Fayston town, Washington County, Vermont",1880,638,town
5002325825,"Fayston town, Washington County, Vermont",1890,533,town
5002325825,"Fayston town, Washington County, Vermont",1900,466,town
5002325825,"Fayston town, Washington County, Vermont",1910,452,town
5002325825,"Fayston town, Washington County, Vermont",1920,424,town
5002325825,"Fayston town, Washington County, Vermont",1930,318,town
5002325825,"Fayston town, Washington County, Vermont",1940,284,town
5002325825,"Fayston town, Washington County, Vermont",1950,172,town
5002325825,"Fayston town, Washington County, Vermont",1960,158,town
5002325825,"Fayston town, Washington County, Vermont",1970,292,town
5002325825,"Fayston town, Washington County, Vermont",1980,657,town
5002325825,"Fayston town, Washington County, Vermont",1990,846,town
5002325825,"Fayston town, Washington County, Vermont",2000,1141,town
5002325825,"Fayston town, Washington County, Vermont",2010,1353,town
5002325825,"Fayston town, Washington County, Vermont",2020,1364,town
5000925975,"Ferdinand town, Essex County, Vermont",1791,0,town
5000925975,"Ferdinand town, Essex County, Vermont",1800,0,town
5000925975,"Ferdinand town, Essex County, Vermont",1810,0,town
5000925975,"Ferdinand town, Essex County, Vermont",1820,0,town
5000925975,"Ferdinand town, Essex County, Vermont",1830,0,town
5000925975,"Ferdinand town, Essex County, Vermont",1840,0,town
5000925975,"Ferdinand town, Essex County, Vermont",1850,0,town
5000925975,"Ferdinand town, Essex County, Vermont",1860,34,town
5000925975,"Ferdinand town, Essex County, Vermont",1870,33,town
5000925975,"Ferdinand town, Essex County, Vermont",1880,40,town
5000925975,"Ferdinand town, Essex County, Vermont",1890,73,town
5000925975,"Ferdinand town, Essex County, Vermont",1900,41,town
5000925975,"Ferdinand town, Essex County, Vermont",1910,213,town
5000925975,"Ferdinand town, Essex County, Vermont",1920,106,town
5000925975,"Ferdinand town, Essex County, Vermont",1930,18,town
5000925975,"Ferdinand town, Essex County, Vermont",1940,17,town
5000925975,"Ferdinand town, Essex County, Vermont",1950,10,town
5000925975,"Ferdinand town, Essex County, Vermont",1960,16,town
5000925975,"Ferdinand town, Essex County, Vermont",1970,14,town
5000925975,"Ferdinand town, Essex County, Vermont",1980,12,town
5000925975,"Ferdinand town, Essex County, Vermont",1990,23,town
5000925975,"Ferdinand town, Essex County, Vermont",2000,33,town
5000925975,"Ferdinand town, Essex County, Vermont",2010,32,town
5000925975,"Ferdinand town, Essex County, Vermont",2020,16,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1791,481,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1800,956,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1810,1647,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1820,1581,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1830,1822,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1840,1755,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1850,2075,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1860,1738,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1870,1768,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1880,1684,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1890,1601,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1900,1619,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1910,1433,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1920,1338,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1930,1285,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1940,1347,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1950,1387,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1960,1426,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1970,1875,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1980,2117,town
5000126300,"Ferrisburgh town, Addison County, Vermont",1990,2317,town
5000126300,"Ferrisburgh town, Addison County, Vermont",2000,2657,town
5000126300,"Ferrisburgh town, Addison County, Vermont",2010,2775,town
5000126300,"Ferrisburgh town, Addison County, Vermont",2020,2646,town
5001126500,"Fletcher town, Franklin County, Vermont",1791,47,town
5001126500,"Fletcher town, Franklin County, Vermont",1800,200,town
5001126500,"Fletcher town, Franklin County, Vermont",1810,382,town
5001126500,"Fletcher town, Franklin County, Vermont",1820,497,town
5001126500,"Fletcher town, Franklin County, Vermont",1830,793,town
5001126500,"Fletcher town, Franklin County, Vermont",1840,1014,town
5001126500,"Fletcher town, Franklin County, Vermont",1850,1084,town
5001126500,"Fletcher town, Franklin County, Vermont",1860,916,town
5001126500,"Fletcher town, Franklin County, Vermont",1870,865,town
5001126500,"Fletcher town, Franklin County, Vermont",1880,868,town
5001126500,"Fletcher town, Franklin County, Vermont",1890,793,town
5001126500,"Fletcher town, Franklin County, Vermont",1900,750,town
5001126500,"Fletcher town, Franklin County, Vermont",1910,737,town
5001126500,"Fletcher town, Franklin County, Vermont",1920,656,town
5001126500,"Fletcher town, Franklin County, Vermont",1930,667,town
5001126500,"Fletcher town, Franklin County, Vermont",1940,549,town
5001126500,"Fletcher town, Franklin County, Vermont",1950,485,town
5001126500,"Fletcher town, Franklin County, Vermont",1960,399,town
5001126500,"Fletcher town, Franklin County, Vermont",1970,456,town
5001126500,"Fletcher town, Franklin County, Vermont",1980,626,town
5001126500,"Fletcher town, Franklin County, Vermont",1990,941,town
5001126500,"Fletcher town, Franklin County, Vermont",2000,1179,town
5001126500,"Fletcher town, Franklin County, Vermont",2010,1277,town
5001126500,"Fletcher town, Franklin County, Vermont",2020,1346,town
5001127100,"Franklin town, Franklin County, Vermont",1791,46,town
5001127100,"Franklin town, Franklin County, Vermont",1800,280,town
5001127100,"Franklin town, Franklin County, Vermont",1810,714,town
5001127100,"Franklin town, Franklin County, Vermont",1820,831,town
5001127100,"Franklin town, Franklin County, Vermont",1830,1129,town
5001127100,"Franklin town, Franklin County, Vermont",1840,1410,town
5001127100,"Franklin town, Franklin County, Vermont",1850,1646,town
5001127100,"Franklin town, Franklin County, Vermont",1860,1781,town
5001127100,"Franklin town, Franklin County, Vermont",1870,1612,town
5001127100,"Franklin town, Franklin County, Vermont",1880,1439,town
5001127100,"Franklin town, Franklin County, Vermont",1890,1300,town
5001127100,"Franklin town, Franklin County, Vermont",1900,1145,town
5001127100,"Franklin town, Franklin County, Vermont",1910,1108,town
5001127100,"Franklin town, Franklin County, Vermont",1920,994,town
5001127100,"Franklin town, Franklin County, Vermont",1930,1001,town
5001127100,"Franklin town, Franklin County, Vermont",1940,1021,town
5001127100,"Franklin town, Franklin County, Vermont",1950,878,town
5001127100,"Franklin town, Franklin County, Vermont",1960,796,town
5001127100,"Franklin town, Franklin County, Vermont",1970,821,town
5001127100,"Franklin town, Franklin County, Vermont",1980,1006,town
5001127100,"Franklin town, Franklin County, Vermont",1990,1068,town
5001127100,"Franklin town, Franklin County, Vermont",2000,1268,town
5001127100,"Franklin town, Franklin County, Vermont",2010,1405,town
5001127100,"Franklin town, Franklin County, Vermont",2020,1363,town
5001127700,"Georgia town, Franklin County, Vermont",1791,340,town
5001127700,"Georgia town, Franklin County, Vermont",1800,1068,town
5001127700,"Georgia town, Franklin County, Vermont",1810,1760,town
5001127700,"Georgia town, Franklin County, Vermont",1820,1703,town
5001127700,"Georgia town, Franklin County, Vermont",1830,1897,town
5001127700,"Georgia town, Franklin County, Vermont",1840,2106,town
5001127700,"Georgia town, Franklin County, Vermont",1850,2686,town
5001127700,"Georgia town, Franklin County, Vermont",1860,1547,town
5001127700,"Georgia town, Franklin County, Vermont",1870,1603,town
5001127700,"Georgia town, Franklin County, Vermont",1880,1504,town
5001127700,"Georgia town, Franklin County, Vermont",1890,1282,town
5001127700,"Georgia town, Franklin County, Vermont",1900,1280,town
5001127700,"Georgia town, Franklin County, Vermont",1910,1090,town
5001127700,"Georgia town, Franklin County, Vermont",1920,1075,town
5001127700,"Georgia town, Franklin County, Vermont",1930,1090,town
5001127700,"Georgia town, Franklin County, Vermont",1940,1008,town
5001127700,"Georgia town, Franklin County, Vermont",1950,1055,town
5001127700,"Georgia town, Franklin County, Vermont",1960,1079,town
5001127700,"Georgia town, Franklin County, Vermont",1970,1711,town
5001127700,"Georgia town, Franklin County, Vermont",1980,2818,town
5001127700,"Georgia town, Franklin County, Vermont",1990,3753,town
5001127700,"Georgia town, Franklin County, Vermont",2000,4375,town
5001127700,"Georgia town, Franklin County, Vermont",2010,4515,town
5001127700,"Georgia town, Franklin County, Vermont",2020,4845,town
5000327962,"Glastenbury town, Bennington County, Vermont",1791,34,town
5000327962,"Glastenbury town, Bennington County, Vermont",1800,48,town
5000327962,"Glastenbury town, Bennington County, Vermont",1810,76,town
5000327962,"Glastenbury town, Bennington County, Vermont",1820,48,town
5000327962,"Glastenbury town, Bennington County, Vermont",1830,59,town
5000327962,"Glastenbury town, Bennington County, Vermont",1840,53,town
5000327962,"Glastenbury town, Bennington County, Vermont",1850,52,town
5000327962,"Glastenbury town, Bennington County, Vermont",1860,47,town
5000327962,"Glastenbury town, Bennington County, Vermont",1870,119,town
5000327962,"Glastenbury town, Bennington County, Vermont",1880,241,town
5000327962,"Glastenbury town, Bennington County, Vermont",1890,181,town
5000327962,"Glastenbury town, Bennington County, Vermont",1900,48,town
5000327962,"Glastenbury town, Bennington County, Vermont",1910,29,town
5000327962,"Glastenbury town, Bennington County, Vermont",1920,40,town
5000327962,"Glastenbury town, Bennington County, Vermont",1930,7,town
5000327962,"Glastenbury town, Bennington County, Vermont",1940,4,town
5000327962,"Glastenbury town, Bennington County, Vermont",1950,1,town
5000327962,"Glastenbury town, Bennington County, Vermont",1960,0,town
5000327962,"Glastenbury town, Bennington County, Vermont",1970,0,town
5000327962,"Glastenbury town, Bennington County, Vermont",1980,3,town
5000327962,"Glastenbury town, Bennington County, Vermont",1990,7,town
5000327962,"Glastenbury town, Bennington County, Vermont",2000,16,town
5000327962,"Glastenbury town, Bennington County, Vermont",2010,8,town
5000327962,"Glastenbury town, Bennington County, Vermont",2020,9,town
5001928075,"Glover town, Orleans County, Vermont",1791,0,town
5001928075,"Glover town, Orleans County, Vermont",1800,35,town
5001928075,"Glover town, Orleans County, Vermont",1810,368,town
5001928075,"Glover town, Orleans County, Vermont",1820,549,town
5001928075,"Glover town, Orleans County, Vermont",1830,902,town
5001928075,"Glover town, Orleans County, Vermont",1840,1119,town
5001928075,"Glover town, Orleans County, Vermont",1850,1137,town
5001928075,"Glover town, Orleans County, Vermont",1860,1244,town
5001928075,"Glover town, Orleans County, Vermont",1870,1178,town
5001928075,"Glover town, Orleans County, Vermont",1880,1055,town
5001928075,"Glover town, Orleans County, Vermont",1890,970,town
5001928075,"Glover town, Orleans County, Vermont",1900,891,town
5001928075,"Glover town, Orleans County, Vermont",1910,932,town
5001928075,"Glover town, Orleans County, Vermont",1920,826,town
5001928075,"Glover town, Orleans County, Vermont",1930,860,town
5001928075,"Glover town, Orleans County, Vermont",1940,788,town
5001928075,"Glover town, Orleans County, Vermont",1950,727,town
5001928075,"Glover town, Orleans County, Vermont",1960,683,town
5001928075,"Glover town, Orleans County, Vermont",1970,649,town
5001928075,"Glover town, Orleans County, Vermont",1980,843,town
5001928075,"Glover town, Orleans County, Vermont",1990,820,town
5001928075,"Glover town, Orleans County, Vermont",2000,966,town
5001928075,"Glover town, Orleans County, Vermont",2010,1122,town
5001928075,"Glover town, Orleans County, Vermont",2020,1114,town
5000128600,"Goshen town, Addison County, Vermont",1791,0,town
5000128600,"Goshen town, Addison County, Vermont",1800,4,town
5000128600,"Goshen town, Addison County, Vermont",1810,86,town
5000128600,"Goshen town, Addison County, Vermont",1820,290,town
5000128600,"Goshen town, Addison County, Vermont",1830,555,town
5000128600,"Goshen town, Addison County, Vermont",1840,621,town
5000128600,"Goshen town, Addison County, Vermont",1850,486,town
5000128600,"Goshen town, Addison County, Vermont",1860,394,town
5000128600,"Goshen town, Addison County, Vermont",1870,330,town
5000128600,"Goshen town, Addison County, Vermont",1880,326,town
5000128600,"Goshen town, Addison County, Vermont",1890,311,town
5000128600,"Goshen town, Addison County, Vermont",1900,286,town
5000128600,"Goshen town, Addison County, Vermont",1910,212,town
5000128600,"Goshen town, Addison County, Vermont",1920,131,town
5000128600,"Goshen town, Addison County, Vermont",1930,84,town
5000128600,"Goshen town, Addison County, Vermont",1940,83,town
5000128600,"Goshen town, Addison County, Vermont",1950,94,town
5000128600,"Goshen town, Addison County, Vermont",1960,76,town
5000128600,"Goshen town, Addison County, Vermont",1970,120,town
5000128600,"Goshen town, Addison County, Vermont",1980,163,town
5000128600,"Goshen town, Addison County, Vermont",1990,226,town
5000128600,"Goshen town, Addison County, Vermont",2000,227,town
5000128600,"Goshen town, Addison County, Vermont",2010,164,town
5000128600,"Goshen town, Addison County, Vermont",2020,172,town
5002528900,"Grafton town, Windham County, Vermont",1791,0,town
5002528900,"Grafton town, Windham County, Vermont",1800,1149,town
5002528900,"Grafton town, Windham County, Vermont",1810,1365,town
5002528900,"Grafton town, Windham County, Vermont",1820,1482,town
5002528900,"Grafton town, Windham County, Vermont",1830,1439,town
5002528900,"Grafton town, Windham County, Vermont",1840,1326,town
5002528900,"Grafton town, Windham County, Vermont",1850,1241,town
5002528900,"Grafton town, Windham County, Vermont",1860,1154,town
5002528900,"Grafton town, Windham County, Vermont",1870,1008,town
5002528900,"Grafton town, Windham County, Vermont",1880,929,town
5002528900,"Grafton town, Windham County, Vermont",1890,817,town
5002528900,"Grafton town, Windham County, Vermont",1900,804,town
5002528900,"Grafton town, Windham County, Vermont",1910,729,town
5002528900,"Grafton town, Windham County, Vermont",1920,476,town
5002528900,"Grafton town, Windham County, Vermont",1930,453,town
5002528900,"Grafton town, Windham County, Vermont",1940,393,town
5002528900,"Grafton town, Windham County, Vermont",1950,422,town
5002528900,"Grafton town, Windham County, Vermont",1960,426,town
5002528900,"Grafton town, Windham County, Vermont",1970,465,town
5002528900,"Grafton town, Windham County, Vermont",1980,604,town
5002528900,"Grafton town, Windham County, Vermont",1990,602,town
5002528900,"Grafton town, Windham County, Vermont",2000,649,town
5002528900,"Grafton town, Windham County, Vermont",2010,679,town
5002528900,"Grafton town, Windham County, Vermont",2020,645,town
5000929125,"Granby town, Essex County, Vermont",1791,0,town
5000929125,"Granby town, Essex County, Vermont",1800,69,town
5000929125,"Granby town, Essex County, Vermont",1810,30,town
5000929125,"Granby town, Essex County, Vermont",1820,49,town
5000929125,"Granby town, Essex County, Vermont",1830,97,town
5000929125,"Granby town, Essex County, Vermont",1840,105,town
5000929125,"Granby town, Essex County, Vermont",1850,127,town
5000929125,"Granby town, Essex County, Vermont",1860,132,town
5000929125,"Granby town, Essex County, Vermont",1870,174,town
5000929125,"Granby town, Essex County, Vermont",1880,194,town
5000929125,"Granby town, Essex County, Vermont",1890,361,town
5000929125,"Granby town, Essex County, Vermont",1900,182,town
5000929125,"Granby town, Essex County, Vermont",1910,95,town
5000929125,"Granby town, Essex County, Vermont",1920,70,town
5000929125,"Granby town, Essex County, Vermont",1930,69,town
5000929125,"Granby town, Essex County, Vermont",1940,76,town
5000929125,"Granby town, Essex County, Vermont",1950,74,town
5000929125,"Granby town, Essex County, Vermont",1960,56,town
5000929125,"Granby town, Essex County, Vermont",1970,52,town
5000929125,"Granby town, Essex County, Vermont",1980,70,town
5000929125,"Granby town, Essex County, Vermont",1990,85,town
5000929125,"Granby town, Essex County, Vermont",2000,86,town
5000929125,"Granby town, Essex County, Vermont",2010,88,town
5000929125,"Granby town, Essex County, Vermont",2020,81,town
5001329275,"Grand Isle town, Grand Isle County, Vermont",1791,0,town
5001329275,"Grand Isle town, Grand Isle County, Vermont",1800,0,town
5001329275,"Grand Isle town, Grand Isle County, Vermont",1810,338,town
5001329275,"Grand Isle town, Grand Isle County, Vermont",1820,698,town
5001329275,"Grand Isle town, Grand Isle County, Vermont",1830,642,town
5001329275,"Grand Isle town, Grand Isle County, Vermont",1840,724,town
5001329275,"Grand Isle town, Grand Isle County, Vermont",1850,666,town
5001329275,"Grand Isle town, Grand Isle County, Vermont",1860,708,town
5001329275,"Grand Isle town, Grand Isle County, Vermont",1870,682,town
5001329275,"Grand Isle town, Grand Isle County, Vermont",1880,749,town
5001329275,"Grand Isle town, Grand Isle County, Vermont",1890,793,town
5001329275,"Grand Isle town, Grand Isle County, Vermont",1900,851,town
5001329275,"Grand Isle town, Grand Isle County, Vermont",1910,839,town
5001329275,"Grand Isle town, Grand Isle County, Vermont",1920,808,town
5001329275,"Grand Isle town, Grand Isle County, Vermont",1930,857,town
5001329275,"Grand Isle town, Grand Isle County, Vermont",1940,791,town
5001329275,"Grand Isle town, Grand Isle County, Vermont",1950,735,town
5001329275,"Grand Isle town, Grand Isle County, Vermont",1960,624,town
