geoid,NAME,Year,Population,geo_type
5000139325,"Leicester town, Addison County, Vermont",1980,803,town
5000139325,"Leicester town, Addison County, Vermont",1990,871,town
5000139325,"Leicester town, Addison County, Vermont",2000,974,town
5000139325,"Leicester town, Addison County, Vermont",2010,1100,town
5000139325,"Leicester town, Addison County, Vermont",2020,990,town
5000939700,"Lemington town, Essex County, Vermont",1791,0,town
5000939700,"Lemington town, Essex County, Vermont",1800,31,town
5000939700,"Lemington town, Essex County, Vermont",1810,52,town
5000939700,"Lemington town, Essex County, Vermont",1820,139,town
5000939700,"Lemington town, Essex County, Vermont",1830,183,town
5000939700,"Lemington town, Essex County, Vermont",1840,124,town
5000939700,"Lemington town, Essex County, Vermont",1850,187,town
5000939700,"Lemington town, Essex County, Vermont",1860,207,town
5000939700,"Lemington town, Essex County, Vermont",1870,191,town
5000939700,"Lemington town, Essex County, Vermont",1880,222,town
5000939700,"Lemington town, Essex County, Vermont",1890,227,town
5000939700,"Lemington town, Essex County, Vermont",1900,204,town
5000939700,"Lemington town, Essex County, Vermont",1910,138,town
5000939700,"Lemington town, Essex County, Vermont",1920,145,town
5000939700,"Lemington town, Essex County, Vermont",1930,133,town
5000939700,"Lemington town, Essex County, Vermont",1940,131,town
5000939700,"Lemington town, Essex County, Vermont",1950,105,town
5000939700,"Lemington town, Essex County, Vermont",1960,112,town
5000939700,"Lemington town, Essex County, Vermont",1970,120,town
5000939700,"Lemington town, Essex County, Vermont",1980,108,town
5000939700,"Lemington town, Essex County, Vermont",1990,102,town
5000939700,"Lemington town, Essex County, Vermont",2000,107,town
5000939700,"Lemington town, Essex County, Vermont",2010,104,town
5000939700,"Lemington town, Essex County, Vermont",2020,87,town
5000939775,"Lewis town, Essex County, Vermont",1791,0,town
5000939775,"Lewis town, Essex County, Vermont",1800,0,town
5000939775,"Lewis town, Essex County, Vermont",1810,0,town
5000939775,"Lewis town, Essex County, Vermont",1820,0,town
5000939775,"Lewis town, Essex County, Vermont",1830,0,town
5000939775,"Lewis town, Essex County, Vermont",1840,0,town
5000939775,"Lewis town, Essex County, Vermont",1850,0,town
5000939775,"Lewis town, Essex County, Vermont",1860,0,town
5000939775,"Lewis town, Essex County, Vermont",1870,0,town
5000939775,"Lewis town, Essex County, Vermont",1880,0,town
5000939775,"Lewis town, Essex County, Vermont",1890,0,town
5000939775,"Lewis town, Essex County, Vermont",1900,0,town
5000939775,"Lewis town, Essex County, Vermont",1910,0,town
5000939775,"Lewis town, Essex County, Vermont",1920,0,town
5000939775,"Lewis town, Essex County, Vermont",1930,0,town
5000939775,"Lewis town, Essex County, Vermont",1940,0,town
5000939775,"Lewis town, Essex County, Vermont",1950,0,town
5000939775,"Lewis town, Essex County, Vermont",1960,0,town
5000939775,"Lewis town, Essex County, Vermont",1970,0,town
5000939775,"Lewis town, Essex County, Vermont",1980,0,town
5000939775,"Lewis town, Essex County, Vermont",1990,0,town
5000939775,"Lewis town, Essex County, Vermont",2000,0,town
5000939775,"Lewis town, Essex County, Vermont",2010,0,town
5000939775,"Lewis town, Essex County, Vermont",2020,2,town
5000140075,"Lincoln town, Addison County, Vermont",1791,0,town
5000140075,"Lincoln town, Addison County, Vermont",1800,97,town
5000140075,"Lincoln town, Addison County, Vermont",1810,225,town
5000140075,"Lincoln town, Addison County, Vermont",1820,278,town
5000140075,"Lincoln town, Addison County, Vermont",1830,639,town
5000140075,"Lincoln town, Addison County, Vermont",1840,770,town
5000140075,"Lincoln town, Addison County, Vermont",1850,1057,town
5000140075,"Lincoln town, Addison County, Vermont",1860,1070,town
5000140075,"Lincoln town, Addison County, Vermont",1870,1174,town
5000140075,"Lincoln town, Addison County, Vermont",1880,1368,town
5000140075,"Lincoln town, Addison County, Vermont",1890,1255,town
5000140075,"Lincoln town, Addison County, Vermont",1900,1152,town
5000140075,"Lincoln town, Addison County, Vermont",1910,980,town
5000140075,"Lincoln town, Addison County, Vermont",1920,841,town
5000140075,"Lincoln town, Addison County, Vermont",1930,800,town
5000140075,"Lincoln town, Addison County, Vermont",1940,745,town
5000140075,"Lincoln town, Addison County, Vermont",1950,577,town
5000140075,"Lincoln town, Addison County, Vermont",1960,481,town
5000140075,"Lincoln town, Addison County, Vermont",1970,599,town
5000140075,"Lincoln town, Addison County, Vermont",1980,870,town
5000140075,"Lincoln town, Addison County, Vermont",1990,974,town
5000140075,"Lincoln town, Addison County, Vermont",2000,1214,town
5000140075,"Lincoln town, Addison County, Vermont",2010,1271,town
5000140075,"Lincoln town, Addison County, Vermont",2020,1323,town
5002540225,"Londonderry town, Windham County, Vermont",1791,362,town
5002540225,"Londonderry town, Windham County, Vermont",1800,530,town
5002540225,"Londonderry town, Windham County, Vermont",1810,637,town
5002540225,"Londonderry town, Windham County, Vermont",1820,958,town
5002540225,"Londonderry town, Windham County, Vermont",1830,1302,town
5002540225,"Londonderry town, Windham County, Vermont",1840,1216,town
5002540225,"Londonderry town, Windham County, Vermont",1850,1274,town
5002540225,"Londonderry town, Windham County, Vermont",1860,1367,town
5002540225,"Londonderry town, Windham County, Vermont",1870,1252,town
5002540225,"Londonderry town, Windham County, Vermont",1880,1154,town
5002540225,"Londonderry town, Windham County, Vermont",1890,1010,town
5002540225,"Londonderry town, Windham County, Vermont",1900,961,town
5002540225,"Londonderry town, Windham County, Vermont",1910,962,town
5002540225,"Londonderry town, Windham County, Vermont",1920,911,town
5002540225,"Londonderry town, Windham County, Vermont",1930,799,town
5002540225,"Londonderry town, Windham County, Vermont",1940,859,town
5002540225,"Londonderry town, Windham County, Vermont",1950,953,town
5002540225,"Londonderry town, Windham County, Vermont",1960,898,town
5002540225,"Londonderry town, Windham County, Vermont",1970,1037,town
5002540225,"Londonderry town, Windham County, Vermont",1980,1510,town
5002540225,"Londonderry town, Windham County, Vermont",1990,1506,town
5002540225,"Londonderry town, Windham County, Vermont",2000,1709,town
5002540225,"Londonderry town, Windham County, Vermont",2010,1769,town
5002540225,"Londonderry town, Windham County, Vermont",2020,1919,town
5001940525,"Lowell town, Orleans County, Vermont",1791,0,town
5001940525,"Lowell town, Orleans County, Vermont",1800,0,town
5001940525,"Lowell town, Orleans County, Vermont",1810,0,town
5001940525,"Lowell town, Orleans County, Vermont",1820,144,town
5001940525,"Lowell town, Orleans County, Vermont",1830,314,town
5001940525,"Lowell town, Orleans County, Vermont",1840,431,town
5001940525,"Lowell town, Orleans County, Vermont",1850,637,town
5001940525,"Lowell town, Orleans County, Vermont",1860,813,town
5001940525,"Lowell town, Orleans County, Vermont",1870,942,town
5001940525,"Lowell town, Orleans County, Vermont",1880,1067,town
5001940525,"Lowell town, Orleans County, Vermont",1890,1178,town
5001940525,"Lowell town, Orleans County, Vermont",1900,983,town
5001940525,"Lowell town, Orleans County, Vermont",1910,1086,town
5001940525,"Lowell town, Orleans County, Vermont",1920,1005,town
5001940525,"Lowell town, Orleans County, Vermont",1930,725,town
5001940525,"Lowell town, Orleans County, Vermont",1940,615,town
5001940525,"Lowell town, Orleans County, Vermont",1950,643,town
5001940525,"Lowell town, Orleans County, Vermont",1960,617,town
5001940525,"Lowell town, Orleans County, Vermont",1970,515,town
5001940525,"Lowell town, Orleans County, Vermont",1980,573,town
5001940525,"Lowell town, Orleans County, Vermont",1990,594,town
5001940525,"Lowell town, Orleans County, Vermont",2000,738,town
5001940525,"Lowell town, Orleans County, Vermont",2010,879,town
5001940525,"Lowell town, Orleans County, Vermont",2020,887,town
5002741275,"Ludlow town, Windsor County, Vermont",1791,179,town
5002741275,"Ludlow town, Windsor County, Vermont",1800,410,town
5002741275,"Ludlow town, Windsor County, Vermont",1810,877,town
5002741275,"Ludlow town, Windsor County, Vermont",1820,1140,town
5002741275,"Ludlow town, Windsor County, Vermont",1830,1227,town
5002741275,"Ludlow town, Windsor County, Vermont",1840,1363,town
5002741275,"Ludlow town, Windsor County, Vermont",1850,1619,town
5002741275,"Ludlow town, Windsor County, Vermont",1860,1568,town
5002741275,"Ludlow town, Windsor County, Vermont",1870,1827,town
5002741275,"Ludlow town, Windsor County, Vermont",1880,2005,town
5002741275,"Ludlow town, Windsor County, Vermont",1890,1768,town
5002741275,"Ludlow town, Windsor County, Vermont",1900,2042,town
5002741275,"Ludlow town, Windsor County, Vermont",1910,2215,town
5002741275,"Ludlow town, Windsor County, Vermont",1920,2421,town
5002741275,"Ludlow town, Windsor County, Vermont",1930,2305,town
5002741275,"Ludlow town, Windsor County, Vermont",1940,2458,town
5002741275,"Ludlow town, Windsor County, Vermont",1950,2428,town
5002741275,"Ludlow town, Windsor County, Vermont",1960,2386,town
5002741275,"Ludlow town, Windsor County, Vermont",1970,2463,town
5002741275,"Ludlow town, Windsor County, Vermont",1980,2414,town
5002741275,"Ludlow town, Windsor County, Vermont",1990,2302,town
5002741275,"Ludlow town, Windsor County, Vermont",2000,2449,town
5002741275,"Ludlow town, Windsor County, Vermont",2010,1963,town
5002741275,"Ludlow town, Windsor County, Vermont",2020,2172,town
5000941425,"Lunenburg town, Essex County, Vermont",1791,119,town
5000941425,"Lunenburg town, Essex County, Vermont",1800,393,town
5000941425,"Lunenburg town, Essex County, Vermont",1810,132,town
5000941425,"Lunenburg town, Essex County, Vermont",1820,856,town
5000941425,"Lunenburg town, Essex County, Vermont",1830,1054,town
5000941425,"Lunenburg town, Essex County, Vermont",1840,1130,town
5000941425,"Lunenburg town, Essex County, Vermont",1850,1123,town
5000941425,"Lunenburg town, Essex County, Vermont",1860,1034,town
5000941425,"Lunenburg town, Essex County, Vermont",1870,999,town
5000941425,"Lunenburg town, Essex County, Vermont",1880,1038,town
5000941425,"Lunenburg town, Essex County, Vermont",1890,1019,town
5000941425,"Lunenburg town, Essex County, Vermont",1900,968,town
5000941425,"Lunenburg town, Essex County, Vermont",1910,880,town
5000941425,"Lunenburg town, Essex County, Vermont",1920,1048,town
5000941425,"Lunenburg town, Essex County, Vermont",1930,1400,town
5000941425,"Lunenburg town, Essex County, Vermont",1940,1374,town
5000941425,"Lunenburg town, Essex County, Vermont",1950,1299,town
5000941425,"Lunenburg town, Essex County, Vermont",1960,1237,town
5000941425,"Lunenburg town, Essex County, Vermont",1970,1061,town
5000941425,"Lunenburg town, Essex County, Vermont",1980,1138,town
5000941425,"Lunenburg town, Essex County, Vermont",1990,1176,town
5000941425,"Lunenburg town, Essex County, Vermont",2000,1328,town
5000941425,"Lunenburg town, Essex County, Vermont",2010,1302,town
5000941425,"Lunenburg town, Essex County, Vermont",2020,1246,town
5000541725,"Lyndon town, Caledonia County, Vermont",1791,59,town
5000541725,"Lyndon town, Caledonia County, Vermont",1800,542,town
5000541725,"Lyndon town, Caledonia County, Vermont",1810,1090,town
5000541725,"Lyndon town, Caledonia County, Vermont",1820,1296,town
5000541725,"Lyndon town, Caledonia County, Vermont",1830,1822,town
5000541725,"Lyndon town, Caledonia County, Vermont",1840,1753,town
5000541725,"Lyndon town, Caledonia County, Vermont",1850,1752,town
5000541725,"Lyndon town, Caledonia County, Vermont",1860,1695,town
5000541725,"Lyndon town, Caledonia County, Vermont",1870,2179,town
5000541725,"Lyndon town, Caledonia County, Vermont",1880,2434,town
5000541725,"Lyndon town, Caledonia County, Vermont",1890,2619,town
5000541725,"Lyndon town, Caledonia County, Vermont",1900,2956,town
5000541725,"Lyndon town, Caledonia County, Vermont",1910,3204,town
5000541725,"Lyndon town, Caledonia County, Vermont",1920,3558,town
5000541725,"Lyndon town, Caledonia County, Vermont",1930,3285,town
5000541725,"Lyndon town, Caledonia County, Vermont",1940,3144,town
5000541725,"Lyndon town, Caledonia County, Vermont",1950,3360,town
5000541725,"Lyndon town, Caledonia County, Vermont",1960,3425,town
5000541725,"Lyndon town, Caledonia County, Vermont",1970,3705,town
5000541725,"Lyndon town, Caledonia County, Vermont",1980,4924,town
5000541725,"Lyndon town, Caledonia County, Vermont",1990,5371,town
5000541725,"Lyndon town, Caledonia County, Vermont",2000,5448,town
5000541725,"Lyndon town, Caledonia County, Vermont",2010,5981,town
5000541725,"Lyndon town, Caledonia County, Vermont",2020,5491,town
5000942475,"Maidstone town, Essex County, Vermont",1791,125,town
5000942475,"Maidstone town, Essex County, Vermont",1800,152,town
5000942475,"Maidstone town, Essex County, Vermont",1810,714,town
5000942475,"Maidstone town, Essex County, Vermont",1820,165,town
5000942475,"Maidstone town, Essex County, Vermont",1830,236,town
5000942475,"Maidstone town, Essex County, Vermont",1840,271,town
5000942475,"Maidstone town, Essex County, Vermont",1850,237,town
5000942475,"Maidstone town, Essex County, Vermont",1860,259,town
5000942475,"Maidstone town, Essex County, Vermont",1870,254,town
5000942475,"Maidstone town, Essex County, Vermont",1880,286,town
5000942475,"Maidstone town, Essex County, Vermont",1890,198,town
5000942475,"Maidstone town, Essex County, Vermont",1900,206,town
5000942475,"Maidstone town, Essex County, Vermont",1910,175,town
5000942475,"Maidstone town, Essex County, Vermont",1920,171,town
5000942475,"Maidstone town, Essex County, Vermont",1930,123,town
5000942475,"Maidstone town, Essex County, Vermont",1940,96,town
5000942475,"Maidstone town, Essex County, Vermont",1950,81,town
5000942475,"Maidstone town, Essex County, Vermont",1960,78,town
5000942475,"Maidstone town, Essex County, Vermont",1970,94,town
5000942475,"Maidstone town, Essex County, Vermont",1980,100,town
5000942475,"Maidstone town, Essex County, Vermont",1990,131,town
5000942475,"Maidstone town, Essex County, Vermont",2000,105,town
5000942475,"Maidstone town, Essex County, Vermont",2010,208,town
5000942475,"Maidstone town, Essex County, Vermont",2020,211,town
5000342850,"Manchester town, Bennington County, Vermont",1791,1278,town
5000342850,"Manchester town, Bennington County, Vermont",1800,1397,town
5000342850,"Manchester town, Bennington County, Vermont",1810,1502,town
5000342850,"Manchester town, Bennington County, Vermont",1820,1508,town
5000342850,"Manchester town, Bennington County, Vermont",1830,1525,town
5000342850,"Manchester town, Bennington County, Vermont",1840,1594,town
5000342850,"Manchester town, Bennington County, Vermont",1850,1762,town
5000342850,"Manchester town, Bennington County, Vermont",1860,1688,town
5000342850,"Manchester town, Bennington County, Vermont",1870,1897,town
5000342850,"Manchester town, Bennington County, Vermont",1880,1928,town
5000342850,"Manchester town, Bennington County, Vermont",1890,1907,town
5000342850,"Manchester town, Bennington County, Vermont",1900,1955,town
5000342850,"Manchester town, Bennington County, Vermont",1910,2044,town
5000342850,"Manchester town, Bennington County, Vermont",1920,2057,town
5000342850,"Manchester town, Bennington County, Vermont",1930,2004,town
5000342850,"Manchester town, Bennington County, Vermont",1940,2139,town
5000342850,"Manchester town, Bennington County, Vermont",1950,2425,town
5000342850,"Manchester town, Bennington County, Vermont",1960,2470,town
5000342850,"Manchester town, Bennington County, Vermont",1970,2919,town
5000342850,"Manchester town, Bennington County, Vermont",1980,3261,town
5000342850,"Manchester town, Bennington County, Vermont",1990,3622,town
5000342850,"Manchester town, Bennington County, Vermont",2000,4180,town
5000342850,"Manchester town, Bennington County, Vermont",2010,4391,town
5000342850,"Manchester town, Bennington County, Vermont",2020,4484,town
5002543375,"Marlboro town, Windham County, Vermont",1791,629,town
5002543375,"Marlboro town, Windham County, Vermont",1800,1087,town
5002543375,"Marlboro town, Windham County, Vermont",1810,1245,town
5002543375,"Marlboro town, Windham County, Vermont",1820,1296,town
5002543375,"Marlboro town, Windham County, Vermont",1830,1218,town
5002543375,"Marlboro town, Windham County, Vermont",1840,1027,town
5002543375,"Marlboro town, Windham County, Vermont",1850,896,town
5002543375,"Marlboro town, Windham County, Vermont",1860,741,town
5002543375,"Marlboro town, Windham County, Vermont",1870,665,town
5002543375,"Marlboro town, Windham County, Vermont",1880,563,town
5002543375,"Marlboro town, Windham County, Vermont",1890,495,town
5002543375,"Marlboro town, Windham County, Vermont",1900,448,town
5002543375,"Marlboro town, Windham County, Vermont",1910,442,town
5002543375,"Marlboro town, Windham County, Vermont",1920,300,town
5002543375,"Marlboro town, Windham County, Vermont",1930,255,town
5002543375,"Marlboro town, Windham County, Vermont",1940,225,town
5002543375,"Marlboro town, Windham County, Vermont",1950,311,town
5002543375,"Marlboro town, Windham County, Vermont",1960,347,town
5002543375,"Marlboro town, Windham County, Vermont",1970,592,town
5002543375,"Marlboro town, Windham County, Vermont",1980,695,town
5002543375,"Marlboro town, Windham County, Vermont",1990,924,town
5002543375,"Marlboro town, Windham County, Vermont",2000,978,town
5002543375,"Marlboro town, Windham County, Vermont",2010,1078,town
5002543375,"Marlboro town, Windham County, Vermont",2020,1722,town
5002343600,"Marshfield town, Washington County, Vermont",1791,0,town
5002343600,"Marshfield town, Washington County, Vermont",1800,172,town
5002343600,"Marshfield town, Washington County, Vermont",1810,513,town
5002343600,"Marshfield town, Washington County, Vermont",1820,710,town
5002343600,"Marshfield town, Washington County, Vermont",1830,1271,town
5002343600,"Marshfield town, Washington County, Vermont",1840,1156,town
5002343600,"Marshfield town, Washington County, Vermont",1850,1102,town
5002343600,"Marshfield town, Washington County, Vermont",1860,1160,town
5002343600,"Marshfield town, Washington County, Vermont",1870,1072,town
5002343600,"Marshfield town, Washington County, Vermont",1880,1102,town
5002343600,"Marshfield town, Washington County, Vermont",1890,1121,town
5002343600,"Marshfield town, Washington County, Vermont",1900,1032,town
5002343600,"Marshfield town, Washington County, Vermont",1910,1011,town
5002343600,"Marshfield town, Washington County, Vermont",1920,898,town
5002343600,"Marshfield town, Washington County, Vermont",1930,872,town
5002343600,"Marshfield town, Washington County, Vermont",1940,901,town
5002343600,"Marshfield town, Washington County, Vermont",1950,830,town
5002343600,"Marshfield town, Washington County, Vermont",1960,891,town
5002343600,"Marshfield town, Washington County, Vermont",1970,1033,town
5002343600,"Marshfield town, Washington County, Vermont",1980,1267,town
5002343600,"Marshfield town, Washington County, Vermont",1990,1331,town
5002343600,"Marshfield town, Washington County, Vermont",2000,1496,town
5002343600,"Marshfield town, Washington County, Vermont",2010,1588,town
5002343600,"Marshfield town, Washington County, Vermont",2020,1583,town
5002144125,"Mendon town, Rutland County, Vermont",1791,34,town
5002144125,"Mendon town, Rutland County, Vermont",1800,39,town
5002144125,"Mendon town, Rutland County, Vermont",1810,111,town
5002144125,"Mendon town, Rutland County, Vermont",1820,174,town
5002144125,"Mendon town, Rutland County, Vermont",1830,432,town
5002144125,"Mendon town, Rutland County, Vermont",1840,545,town
5002144125,"Mendon town, Rutland County, Vermont",1850,504,town
5002144125,"Mendon town, Rutland County, Vermont",1860,633,town
5002144125,"Mendon town, Rutland County, Vermont",1870,612,town
5002144125,"Mendon town, Rutland County, Vermont",1880,629,town
5002144125,"Mendon town, Rutland County, Vermont",1890,570,town
5002144125,"Mendon town, Rutland County, Vermont",1900,392,town
5002144125,"Mendon town, Rutland County, Vermont",1910,321,town
5002144125,"Mendon town, Rutland County, Vermont",1920,264,town
5002144125,"Mendon town, Rutland County, Vermont",1930,251,town
5002144125,"Mendon town, Rutland County, Vermont",1940,313,town
5002144125,"Mendon town, Rutland County, Vermont",1950,334,town
5002144125,"Mendon town, Rutland County, Vermont",1960,461,town
5002144125,"Mendon town, Rutland County, Vermont",1970,743,town
5002144125,"Mendon town, Rutland County, Vermont",1980,1056,town
5002144125,"Mendon town, Rutland County, Vermont",1990,1049,town
5002144125,"Mendon town, Rutland County, Vermont",2000,1028,town
5002144125,"Mendon town, Rutland County, Vermont",2010,1059,town
5002144125,"Mendon town, Rutland County, Vermont",2020,1149,town
5000144350,"Middlebury town, Addison County, Vermont",1791,398,town
5000144350,"Middlebury town, Addison County, Vermont",1800,1263,town
5000144350,"Middlebury town, Addison County, Vermont",1810,2138,town
5000144350,"Middlebury town, Addison County, Vermont",1820,2635,town
5000144350,"Middlebury town, Addison County, Vermont",1830,3468,town
5000144350,"Middlebury town, Addison County, Vermont",1840,3162,town
5000144350,"Middlebury town, Addison County, Vermont",1850,3517,town
5000144350,"Middlebury town, Addison County, Vermont",1860,2879,town
5000144350,"Middlebury town, Addison County, Vermont",1870,3086,town
5000144350,"Middlebury town, Addison County, Vermont",1880,2995,town
5000144350,"Middlebury town, Addison County, Vermont",1890,2793,town
5000144350,"Middlebury town, Addison County, Vermont",1900,3045,town
5000144350,"Middlebury town, Addison County, Vermont",1910,2848,town
5000144350,"Middlebury town, Addison County, Vermont",1920,2914,town
5000144350,"Middlebury town, Addison County, Vermont",1930,2968,town
5000144350,"Middlebury town, Addison County, Vermont",1940,3175,town
5000144350,"Middlebury town, Addison County, Vermont",1950,4778,town
5000144350,"Middlebury town, Addison County, Vermont",1960,5305,town
5000144350,"Middlebury town, Addison County, Vermont",1970,6532,town
5000144350,"Middlebury town, Addison County, Vermont",1980,7574,town
5000144350,"Middlebury town, Addison County, Vermont",1990,8034,town
5000144350,"Middlebury town, Addison County, Vermont",2000,8183,town
5000144350,"Middlebury town, Addison County, Vermont",2010,8496,town
5000144350,"Middlebury town, Addison County, Vermont",2020,9152,town
5002344500,"Middlesex town, Washington County, Vermont",1791,60,town
5002344500,"Middlesex town, Washington County, Vermont",1800,262,town
5002344500,"Middlesex town, Washington County, Vermont",1810,401,town
5002344500,"Middlesex town, Washington County, Vermont",1820,726,town
5002344500,"Middlesex town, Washington County, Vermont",1830,1156,town
5002344500,"Middlesex town, Washington County, Vermont",1840,1270,town
5002344500,"Middlesex town, Washington County, Vermont",1850,1365,town
5002344500,"Middlesex town, Washington County, Vermont",1860,1254,town
5002344500,"Middlesex town, Washington County, Vermont",1870,1171,town
5002344500,"Middlesex town, Washington County, Vermont",1880,1087,town
5002344500,"Middlesex town, Washington County, Vermont",1890,889,town
5002344500,"Middlesex town, Washington County, Vermont",1900,883,town
5002344500,"Middlesex town, Washington County, Vermont",1910,858,town
5002344500,"Middlesex town, Washington County, Vermont",1920,762,town
5002344500,"Middlesex town, Washington County, Vermont",1930,751,town
5002344500,"Middlesex town, Washington County, Vermont",1940,817,town
5002344500,"Middlesex town, Washington County, Vermont",1950,887,town
5002344500,"Middlesex town, Washington County, Vermont",1960,770,town
5002344500,"Middlesex town, Washington County, Vermont",1970,857,town
5002344500,"Middlesex town, Washington County, Vermont",1980,1235,town
5002344500,"Middlesex town, Washington County, Vermont",1990,1514,town
5002344500,"Middlesex town, Washington County, Vermont",2000,1729,town
5002344500,"Middlesex town, Washington County, Vermont",2010,1731,town
5002344500,"Middlesex town, Washington County, Vermont",2020,1779,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1791,699,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1800,1066,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1810,1207,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1820,1039,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1830,919,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1840,1057,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1850,875,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1860,712,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1870,777,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1880,823,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1890,786,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1900,746,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1910,716,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1920,567,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1930,583,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1940,493,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1950,496,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1960,381,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1970,426,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1980,603,town
5002144800,"Middletown Springs town, Rutland County, Vermont",1990,686,town
5002144800,"Middletown Springs town, Rutland County, Vermont",2000,823,town
5002144800,"Middletown Springs town, Rutland County, Vermont",2010,745,town
5002144800,"Middletown Springs town, Rutland County, Vermont",2020,794,town
5000745250,"Milton town, Chittenden County, Vermont",1791,283,town
5000745250,"Milton town, Chittenden County, Vermont",1800,786,town
5000745250,"Milton town, Chittenden County, Vermont",1810,1546,town
5000745250,"Milton town, Chittenden County, Vermont",1820,1746,town
5000745250,"Milton town, Chittenden County, Vermont",1830,2100,town
5000745250,"Milton town, Chittenden County, Vermont",1840,2134,town
5000745250,"Milton town, Chittenden County, Vermont",1850,2451,town
5000745250,"Milton town, Chittenden County, Vermont",1860,1983,town
5000745250,"Milton town, Chittenden County, Vermont",1870,2062,town
5000745250,"Milton town, Chittenden County, Vermont",1880,2006,town
5000745250,"Milton town, Chittenden County, Vermont",1890,1885,town
5000745250,"Milton town, Chittenden County, Vermont",1900,1804,town
5000745250,"Milton town, Chittenden County, Vermont",1910,1648,town
5000745250,"Milton town, Chittenden County, Vermont",1920,1523,town
5000745250,"Milton town, Chittenden County, Vermont",1930,1663,town
5000745250,"Milton town, Chittenden County, Vermont",1940,1750,town
5000745250,"Milton town, Chittenden County, Vermont",1950,1874,town
5000745250,"Milton town, Chittenden County, Vermont",1960,2022,town
5000745250,"Milton town, Chittenden County, Vermont",1970,4495,town
5000745250,"Milton town, Chittenden County, Vermont",1980,6829,town
5000745250,"Milton town, Chittenden County, Vermont",1990,8404,town
5000745250,"Milton town, Chittenden County, Vermont",2000,9479,town
5000745250,"Milton town, Chittenden County, Vermont",2010,10352,town
5000745250,"Milton town, Chittenden County, Vermont",2020,10723,town
5000145550,"Monkton town, Addison County, Vermont",1791,449,town
5000145550,"Monkton town, Addison County, Vermont",1800,880,town
5000145550,"Monkton town, Addison County, Vermont",1810,1248,town
5000145550,"Monkton town, Addison County, Vermont",1820,1152,town
5000145550,"Monkton town, Addison County, Vermont",1830,1384,town
5000145550,"Monkton town, Addison County, Vermont",1840,1310,town
5000145550,"Monkton town, Addison County, Vermont",1850,1246,town
5000145550,"Monkton town, Addison County, Vermont",1860,1123,town
5000145550,"Monkton town, Addison County, Vermont",1870,1006,town
5000145550,"Monkton town, Addison County, Vermont",1880,1025,town
5000145550,"Monkton town, Addison County, Vermont",1890,847,town
5000145550,"Monkton town, Addison County, Vermont",1900,912,town
5000145550,"Monkton town, Addison County, Vermont",1910,724,town
5000145550,"Monkton town, Addison County, Vermont",1920,671,town
5000145550,"Monkton town, Addison County, Vermont",1930,683,town
5000145550,"Monkton town, Addison County, Vermont",1940,575,town
5000145550,"Monkton town, Addison County, Vermont",1950,520,town
5000145550,"Monkton town, Addison County, Vermont",1960,551,town
5000145550,"Monkton town, Addison County, Vermont",1970,765,town
5000145550,"Monkton town, Addison County, Vermont",1980,1201,town
5000145550,"Monkton town, Addison County, Vermont",1990,1482,town
5000145550,"Monkton town, Addison County, Vermont",2000,1759,town
5000145550,"Monkton town, Addison County, Vermont",2010,1980,town
5000145550,"Monkton town, Addison County, Vermont",2020,2079,town
5001145850,"Montgomery town, Franklin County, Vermont",1791,0,town
5001145850,"Montgomery town, Franklin County, Vermont",1800,36,town
5001145850,"Montgomery town, Franklin County, Vermont",1810,237,town
5001145850,"Montgomery town, Franklin County, Vermont",1820,293,town
5001145850,"Montgomery town, Franklin County, Vermont",1830,460,town
5001145850,"Montgomery town, Franklin County, Vermont",1840,564,town
5001145850,"Montgomery town, Franklin County, Vermont",1850,1001,town
5001145850,"Montgomery town, Franklin County, Vermont",1860,1262,town
5001145850,"Montgomery town, Franklin County, Vermont",1870,1423,town
5001145850,"Montgomery town, Franklin County, Vermont",1880,1642,town
5001145850,"Montgomery town, Franklin County, Vermont",1890,1734,town
5001145850,"Montgomery town, Franklin County, Vermont",1900,1876,town
5001145850,"Montgomery town, Franklin County, Vermont",1910,1721,town
5001145850,"Montgomery town, Franklin County, Vermont",1920,1658,town
5001145850,"Montgomery town, Franklin County, Vermont",1930,1386,town
5001145850,"Montgomery town, Franklin County, Vermont",1940,1208,town
5001145850,"Montgomery town, Franklin County, Vermont",1950,1091,town
5001145850,"Montgomery town, Franklin County, Vermont",1960,876,town
